,CPT_CODE_OR_OTHER,Top_25_Avg,OSHPD_NUM,Hospital_Name
Medicine Services  (CPT Codes 90281-99607),2019 CPT Code,Average Charge,106340950,Mercy San Juan Medical Center
"Cardiac Catheterization, Left Heart, percutaneous ",93452,,106340950,Mercy San Juan Medical Center
"Echocardiography, Transthoracic, complete, without Doppler",93307,,106340950,Mercy San Juan Medical Center
"Electrocardiogram, routine, with interpretation and report",93000,,106340950,Mercy San Juan Medical Center
"Inhalation Treatment, pressurized or nonpressurized",94640,,106340950,Mercy San Juan Medical Center
"Physical Therapy, Evaluation",97161-97163,,106340950,Mercy San Juan Medical Center
"Physical Therapy, Gait Training",97116,,106340950,Mercy San Juan Medical Center
"Physical Therapy, Therapeutic Exercise",97110,,106340950,Mercy San Juan Medical Center
Surgery Services  (CPT Codes 10021-69990),2019 CPT Code,Average Charge,106340950,Mercy San Juan Medical Center
"Arthroscopy, Knee, with meniscectomy (medial or lateral)",29881,,106340950,Mercy San Juan Medical Center
"Arthroscopy, Shoulder, with partial acromioplasty",29826,,106340950,Mercy San Juan Medical Center
Carpal Tunnel Surgery,64721,,106340950,Mercy San Juan Medical Center
"Cataract Removal with Insertion of Intraocular Lens, 1 Stage",66984,,106340950,Mercy San Juan Medical Center
"Colonoscopy, diagnostic",45378,,106340950,Mercy San Juan Medical Center
"Colonoscopy, with biopsy",45380,,106340950,Mercy San Juan Medical Center
"Colonoscopy, with lesion removal, by snare technique",45385,,106340950,Mercy San Juan Medical Center
"Discission, secondary membranous cataract, laser surgery",66821,,106340950,Mercy San Juan Medical Center
"Endoscopy, Upper GI, with biopsy",43239,,106340950,Mercy San Juan Medical Center
"Endoscopy, Upper GI, diagnostic",43235,,106340950,Mercy San Juan Medical Center
"Excision, Breast Lesion, without preoperative radiological marker",19120,,106340950,Mercy San Juan Medical Center
"Hernia Repair, Inguinal, 5 years and older",49505,,106340950,Mercy San Juan Medical Center
"Injection, Diagnostic or Therapeutic substance, epidural, lumbar",62322-62323,,106340950,Mercy San Juan Medical Center
"Injection, Anesthetic or Steroid, transforaminal epidural, lumbar",64483,,106340950,Mercy San Juan Medical Center
Laparoscopic Cholecystectomy,47562,,106340950,Mercy San Juan Medical Center
"Tympanostomy (insert ventilating  tube, general anesthesia)",69436,,106340950,Mercy San Juan Medical Center
"Tonsillectomy with Adenoidectomy, less than 12 years old",42820,,106340950,Mercy San Juan Medical Center
Evaluation & Management Services (CPT Codes 99201-99499),2019 CPT Code,Average Charge,106340951,Methodist Hospital of Sacramento
"Emergency Room Visit, Level 2 (low to moderate severity)",99282,"$1,166.00",106340951,Methodist Hospital of Sacramento
"Emergency Room Visit, Level 3 (moderate severity)",99283,"$2,160.00",106340951,Methodist Hospital of Sacramento
"Emergency Room Visit, Level 4 (high severity without signigicant threat)",99284,"$3,601.00",106340951,Methodist Hospital of Sacramento
"Emergency Room Visit, Level 4 (high severity with significant threat)",99285,"$5,442.00",106340951,Methodist Hospital of Sacramento
"Outpatient Visit, established patient, 15 minutes",99213,$358.00,106340951,Methodist Hospital of Sacramento
Laboratory & Pathology Services (CPT Codes 80047-89398),2019 CPT Code,Average Charge,106340951,Methodist Hospital of Sacramento
Basic Metabolic Panel,80048,$658.00,106340951,Methodist Hospital of Sacramento
"Blood Gas Analysis, including 02 saturation",82805,$745.00,106340951,Methodist Hospital of Sacramento
"Complete Blood Count, automated",85027,$168.00,106340951,Methodist Hospital of Sacramento
"Complete Blood Count, with differential WBC, automated",85025,$326.00,106340951,Methodist Hospital of Sacramento
Comprehensive Metabolic Panel,80053,"$1,310.00",106340951,Methodist Hospital of Sacramento
"Creatine Kinase (CK), (CPK), Total",82550,$281.00,106340951,Methodist Hospital of Sacramento
Lipid Panel,80061,$536.00,106340951,Methodist Hospital of Sacramento
Partial Thromboplastin Time,85730,$250.00,106340951,Methodist Hospital of Sacramento
Prothrombin Time,85610,$196.00,106340951,Methodist Hospital of Sacramento
Thyroid Stimulating Hormone,84443,$815.00,106340951,Methodist Hospital of Sacramento
"Troponin, Quantitative",84484,,106340951,Methodist Hospital of Sacramento
"Urinalysis, without microscopy",81002 or 81003,$133.00,106340951,Methodist Hospital of Sacramento
"Urinalysis, with microscopy",81000 or 81001,$162.00,106340951,Methodist Hospital of Sacramento
Radiology Services  (CPT Codes 70010-79999),2019 CPT Code,Average Charge,106340951,Methodist Hospital of Sacramento
"CT Scan, Abdomen, with contrast",74160,"$6,814.00",106340951,Methodist Hospital of Sacramento
"CT Scan, Head or Brain, without contrast",70450,"$4,604.00",106340951,Methodist Hospital of Sacramento
"CT Scan, Pelvis, with contrast",72193,"$7,971.00",106340951,Methodist Hospital of Sacramento
"Mammography, Screening, Bilateral",77067,,106340951,Methodist Hospital of Sacramento
"MRI, Brain, without contrast, followed by contrast",70553,"$9,743.00",106340951,Methodist Hospital of Sacramento
"Ultrasound, Abdomen, Complete",76700,"$1,858.00",106340951,Methodist Hospital of Sacramento
"Ultrasound, OB, 14 weeks or more, transabdominal",76805,"$1,575.00",106340951,Methodist Hospital of Sacramento
"X-Ray, Lower Back, minimum four views",72110,"$1,597.00",106340951,Methodist Hospital of Sacramento
"X-Ray, Chest, two views",71046,"$1,358.00",106340951,Methodist Hospital of Sacramento
Medicine Services  (CPT Codes 90281-99607),2019 CPT Code,Average Charge,106340951,Methodist Hospital of Sacramento
"Cardiac Catheterization, Left Heart, percutaneous ",93452,,106340951,Methodist Hospital of Sacramento
"Echocardiography, Transthoracic, complete, without Doppler",93307,,106340951,Methodist Hospital of Sacramento
"Electrocardiogram, routine, with interpretation and report",93000,,106340951,Methodist Hospital of Sacramento
"Inhalation Treatment, pressurized or nonpressurized",94640,,106340951,Methodist Hospital of Sacramento
"Physical Therapy, Evaluation",97161-97163,,106340951,Methodist Hospital of Sacramento
"Physical Therapy, Gait Training",97116,,106340951,Methodist Hospital of Sacramento
"Physical Therapy, Therapeutic Exercise",97110,,106340951,Methodist Hospital of Sacramento
Surgery Services  (CPT Codes 10021-69990),2019 CPT Code,Average Charge,106340951,Methodist Hospital of Sacramento
"Arthroscopy, Knee, with meniscectomy (medial or lateral)",29881,,106340951,Methodist Hospital of Sacramento
"Arthroscopy, Shoulder, with partial acromioplasty",29826,,106340951,Methodist Hospital of Sacramento
Carpal Tunnel Surgery,64721,,106340951,Methodist Hospital of Sacramento
"Cataract Removal with Insertion of Intraocular Lens, 1 Stage",66984,,106340951,Methodist Hospital of Sacramento
"Colonoscopy, diagnostic",45378,,106340951,Methodist Hospital of Sacramento
"Colonoscopy, with biopsy",45380,,106340951,Methodist Hospital of Sacramento
"Colonoscopy, with lesion removal, by snare technique",45385,,106340951,Methodist Hospital of Sacramento
"Discission, secondary membranous cataract, laser surgery",66821,,106340951,Methodist Hospital of Sacramento
"Endoscopy, Upper GI, with biopsy",43239,,106340951,Methodist Hospital of Sacramento
"Endoscopy, Upper GI, diagnostic",43235,,106340951,Methodist Hospital of Sacramento
"Excision, Breast Lesion, without preoperative radiological marker",19120,,106340951,Methodist Hospital of Sacramento
"Hernia Repair, Inguinal, 5 years and older",49505,,106340951,Methodist Hospital of Sacramento
"Injection, Diagnostic or Therapeutic substance, epidural, lumbar",62322-62323,,106340951,Methodist Hospital of Sacramento
"Injection, Anesthetic or Steroid, transforaminal epidural, lumbar",64483,,106340951,Methodist Hospital of Sacramento
Laparoscopic Cholecystectomy,47562,,106340951,Methodist Hospital of Sacramento
"Tympanostomy (insert ventilating  tube, general anesthesia)",69436,,106340951,Methodist Hospital of Sacramento
"Tonsillectomy with Adenoidectomy, less than 12 years old",42820,,106340951,Methodist Hospital of Sacramento
,,,,
Evaluation & Management Services (CPT Codes 99201-99499),2019 CPT Code,Outpatient Charge Amount,106341051,Sutter Medical Center
"Emergency Room Visit, Level 2",99282,"1,077",106341051,Sutter Medical Center
"Emergency Room Visit, Level 3",99283,"2,026",106341051,Sutter Medical Center
"Emergency Room Visit, Level 4",99284,"3,213",106341051,Sutter Medical Center
Laboratory & Pathology Services (CPT Codes 80048-89356),2019 CPT Code,,106341051,Sutter Medical Center
Basic Metabolic Panel,80048,170,106341051,Sutter Medical Center
Comprehensive Metabolic Panel,80053,198,106341051,Sutter Medical Center
Lipid Panel,80061,224,106341051,Sutter Medical Center
"Creatine Kinase (CK), (CPK), Total",82550,130,106341051,Sutter Medical Center
"Blood Gas Analysis, including 02 saturation",82805,770,106341051,Sutter Medical Center
Thyroid Stimulating Hormone,84443,185,106341051,Sutter Medical Center
"Troponin, Quantitative",84484,359,106341051,Sutter Medical Center
"Complete Blood Count, with differential WBC, automated",85025,122,106341051,Sutter Medical Center
"Complete Blood Count, automated",85027,128,106341051,Sutter Medical Center
Prothrombin Time,85610,77,106341051,Sutter Medical Center
Partial Thromboplastin Time,85730,169,106341051,Sutter Medical Center
Radiology Services  (CPT Codes 70010-79999),2019 CPT Code,,106341051,Sutter Medical Center
"CT Scan, Head or Brain, without contrast",70450,"2,674",106341051,Sutter Medical Center
"X-Ray, Chest, two views",71046,511,106341051,Sutter Medical Center
"X-Ray, Lumbo Sacral, four views",72110,731,106341051,Sutter Medical Center
"Screening mammography, bilateral (CAD) when performed",77067,,106341051,Sutter Medical Center
"CT Scan, Pelvis, with contrast",72193,"3,723",106341051,Sutter Medical Center
"CT Scan, Abdomen, with contrast",74160,"3,595",106341051,Sutter Medical Center
"Ultrasound, Abdomen, Complete",76700,"1,312",106341051,Sutter Medical Center
"Ultrasound, OB, 14 weeks or more, single fetus, transabdominal",76805,"1,299",106341051,Sutter Medical Center
Medicine Services  (CPT Codes 90281-99607),2019 CPT Code,,106341051,Sutter Medical Center
Electrocardiogram 12 Lead Tracing Only,93005,212,106341051,Sutter Medical Center
"Echocardiography, complete",93307,"2,256",106341051,Sutter Medical Center
"Inhalation Treatment, pressurized or nonpressurized",94640,418,106341051,Sutter Medical Center
Surgery Services  (CPT Codes 10021-69990),2019 CPT Code,,106341051,Sutter Medical Center
"Arthroscopy, Knee, with meniscectomy (medial or lateral)",29881,"13,594",106341051,Sutter Medical Center
"Arthroscopy, Shoulder, with partial acromioplasty",29826,,106341051,Sutter Medical Center
Carpal Tunnel Surgery,64721,,106341051,Sutter Medical Center
"Cataract Removal with Insertion of Intraocular Lens, 1 Stage",66984,,106341051,Sutter Medical Center
"Colonoscopy, diagnostic",45378,"2,754",106341051,Sutter Medical Center
"Colonoscopy, with biopsy",45380,"4,662",106341051,Sutter Medical Center
"Colonoscopy, with lesion removal, by snare technique",45385,"4,707",106341051,Sutter Medical Center
"Discission, secondary membranous cataract, laser surgery",66821,,106341051,Sutter Medical Center
"Endoscopy, Upper GI, with biopsy",43239,"7,594",106341051,Sutter Medical Center
"Endoscopy, Upper GI, diagnostic",43235,"4,170",106341051,Sutter Medical Center
"Excision, Breast Lesion",19120,,106341051,Sutter Medical Center
"Hernia Repair, Inguinal, 5 years and older",49505,,106341051,Sutter Medical Center
"Injection, Diagnostic or Therapeutic substance, epidural, lumbar w/o imaging guidance",62322,,106341051,Sutter Medical Center
"Injection, Anesthetic or Steroid, transforaminal epidural, sacral",64483,,106341051,Sutter Medical Center
Laparoscopic Cholecystectomy,47562,"31,603",106341051,Sutter Medical Center
"Tympanostomy (insert ventilating  tube, general anesthesia)",69436,"9,329",106341051,Sutter Medical Center
"Tonsillectomy with Adenoidectomy, less than 12 years old",42820,"15,275",106341051,Sutter Medical Center
,,,,
Evaluation & Management Services (CPT Codes 99201-99499),2019 CPT Code,Average Charge,106342392,Sierra Vista Hospital
"Emergency Room Visit, Level 2 (low to moderate severity)",99282,,106342392,Sierra Vista Hospital
"Emergency Room Visit, Level 3 (moderate severity)",99283,,106342392,Sierra Vista Hospital
"Emergency Room Visit, Level 4 (high severity)",99284,,106342392,Sierra Vista Hospital
"Outpatient Visit, established patient, 15 minutes",99213,,106342392,Sierra Vista Hospital
Laboratory & Pathology Services (CPT Codes 80048-89356),2019 CPT Code,Average Charge,106342392,Sierra Vista Hospital
Basic Metabolic Panel,80048,,106342392,Sierra Vista Hospital
"Blood Gas Analysis, including 02 saturation",82805,,106342392,Sierra Vista Hospital
"Complete Blood Count, automated",85027,,106342392,Sierra Vista Hospital
"Complete Blood Count, with differential WBC, automated",85025,,106342392,Sierra Vista Hospital
Comprehensive Metabolic Panel,80053,,106342392,Sierra Vista Hospital
"Creatine Kinase (CK), (CPK), Total",82550,,106342392,Sierra Vista Hospital
Lipid Panel,80061,,106342392,Sierra Vista Hospital
Partial Thromboplastin Time,85730,,106342392,Sierra Vista Hospital
Prothrombin Time,85610,,106342392,Sierra Vista Hospital
Thyroid Stimulating Hormone,84443,,106342392,Sierra Vista Hospital
"Troponin, Quantitative",84484,,106342392,Sierra Vista Hospital
"Urinalysis, without microscopy",81002 or 81003,,106342392,Sierra Vista Hospital
"Urinalysis, with microscopy",81000 or 81001,,106342392,Sierra Vista Hospital
Radiology Services  (CPT Codes 70010-79999),2019 CPT Code,Average Charge,106342392,Sierra Vista Hospital
"CT Scan, Abdomen, with contrast",74160,,106342392,Sierra Vista Hospital
"CT Scan, Head or Brain, without contrast",70450,,106342392,Sierra Vista Hospital
"CT Scan, Pelvis, with contrast",72193,,106342392,Sierra Vista Hospital
"Mammography, Screening, Bilateral",77057,,106342392,Sierra Vista Hospital
"MRI, Head or Brain, without contrast, followed by contrast",70553,,106342392,Sierra Vista Hospital
"Ultrasound, Abdomen, Complete",76700,,106342392,Sierra Vista Hospital
"Ultrasound, OB, 14 weeks or more, transabdominal",76805,,106342392,Sierra Vista Hospital
"X-Ray, Lower Back, four views",72110,,106342392,Sierra Vista Hospital
"X-Ray, Chest, two views",71020,,106342392,Sierra Vista Hospital
Medicine Services  (CPT Codes 90281-99607),2019 CPT Code,Average Charge,106342392,Sierra Vista Hospital
"Cardiac Catheterization, Left Heart, percutaneous ",93510,,106342392,Sierra Vista Hospital
"Echocardiography, complete",93307,,106342392,Sierra Vista Hospital
"Electrocardiogram, routine, tracing only, w/o interpretation and report",93005,,106342392,Sierra Vista Hospital
"Inhalation Treatment, pressurized or nonpressurized",94640,,106342392,Sierra Vista Hospital
"Physical Therapy, Evaluation",97001,,106342392,Sierra Vista Hospital
"Physical Therapy, Gait Training",97116,,106342392,Sierra Vista Hospital
"Physical Therapy, Therapeutic Exercise",97110,,106342392,Sierra Vista Hospital
Surgery Services  (CPT Codes 10021-69990),2019 CPT Code,Average Charge,106342392,Sierra Vista Hospital
"Arthroscopy, Knee, with meniscectomy (medial or lateral)",29881,,106342392,Sierra Vista Hospital
"Arthroscopy, Shoulder, with partial acromioplasty",29826,,106342392,Sierra Vista Hospital
Carpal Tunnel Surgery,64721,,106342392,Sierra Vista Hospital
"Cataract Removal with Insertion of Intraocular Lens, 1 Stage",66984,,106342392,Sierra Vista Hospital
"Colonoscopy, diagnostic",45378,,106342392,Sierra Vista Hospital
"Colonoscopy, with biopsy",45380,,106342392,Sierra Vista Hospital
"Colonoscopy, with lesion removal, by snare technique",45385,,106342392,Sierra Vista Hospital
"Discission, secondary membranous cataract, laser surgery",66821,,106342392,Sierra Vista Hospital
"Endoscopy, Upper GI, with biopsy",43239,,106342392,Sierra Vista Hospital
"Endoscopy, Upper GI, diagnostic",43235,,106342392,Sierra Vista Hospital
"Excision, Breast Lesion",19120,,106342392,Sierra Vista Hospital
"Hernia Repair, Inguinal, 5 years and older",49505,,106342392,Sierra Vista Hospital
"Injection, Diagnostic or Therapeutic substance, epidural, sacral",62311,,106342392,Sierra Vista Hospital
"Injection, Anesthetic or Steroid, transforaminal epidural, sacral",64483,,106342392,Sierra Vista Hospital
Laparoscopic Cholecystectomy,47562,,106342392,Sierra Vista Hospital
"Tympanostomy (insert ventilating  tube, general anesthesia)",69436,,106342392,Sierra Vista Hospital
"Tonsillectomy with Adenoidectomy, less than 12 years old",42820,,106342392,Sierra Vista Hospital
